"ID","TEAM","SHA","CREATOR","TIME","MESSAGE"
"4","1","46aa179c8962ac805830905b16c7c51bf6c0edcb","user4","1461034758","Merge branch 'master' of https://github.com/shivamgulati1991/CSC510-SE-group-i"
"5","1","f0be87a40eb05d0e5c046c2c88ef936bcda78e99","user4","1461034730","pdf of presentation"
"6","1","d8d5f76eba2fce2e3cd0c7e5a489889132953722","user4","1460131550","Update README.md"
"7","1","9696d6dd186cf9965bdb60ae68d99f49b0db3215","user4","1460078491","Update README.md"
"8","1","e98438411d7c796184833b398747a73efc056672","user4","1460078379","added report and presentation"
"9","1","90340821d75e699ac80d950b0d34cc54decaac69","user4","1459712562","more analytics"
"10","1","b7e3b9b9400d0558b50610c5f1db9d927dff3224","user4","1459450282","code changes to google script"
"11","1","0931dfee03a7c78e51e120eed7fc72c79f532a0b","user2","1457118276","Merge remote-tracking branch 'origin/and'"
"12","1","51151d6d699a0274e5272b81a6a17596f74904c2","user2","1457117470","gerge remote-tracking branch 'origin/JS'"
"13","1","85c8f4dd130d4d5b100077630fad9b54491fbd0a","user4","1457064111","Update README.md"
"14","1","bf50b6b0291ba065db69c87cdec6d7f561c6d8e7","user4","1457064077","Added files via upload"
"15","1","dacc62032f9479fd3a72a4298223d86696b2872c","user2","1456892387","outlook integration"
"16","1","b4a7d1bf122a824656ab1d2220b607e12271f5be","user4","1456890120","Updated links in readme"
"17","1","da420394f38d00a035799f610043ec2e510a0d44","user4","1456889958","Added files via upload"
"18","1","b65ce74d2eb9165617721f3260f062f09cf5cd05","user4","1456889883","Delete Evaluation.plan.docx"
"19","1","af85c93f96c56249032574cb3b304d47664708a7","user4","1456889873","Delete Telemetry.docx"
"20","1","8b0f510ba5f30bd36efe0392a51cea32450fd637","user4","1456889826","Added telemetry (sample log) and evaluation plan"
"21","1","00b6c0fa128ddbbcadddb8deebf4c1edaca72067","user4","1456888768","Update README.md"
"22","1","ff470d21536b6bdc4724c4292e0b912d077b8618","user4","1456888251","Update README.md"
"23","1","97be66e63da1f65184d3f0b7ca641e5a21d4f36b","user1","1456879636","Merge branch 'and' of https://github.com/shivamgulati1991/CSC510-SE-group-i into and"
"24","1","c1a63957be82666b7f18deb1085a37c4ded45822","user1","1456879494","fb login"
"25","1","165acc450c2d822c078494ab4044870678589d49","user3","1456868788","Delete CalendarQuickstart29thFebFinal.zip"
"26","1","96ed3a0e3b21b3d2cdfaf16a97defde0b73d4f70","user3","1456867313","google calendar update"
"27","1","6e7b64cd762915058494aa2979ea52c9bd39fe79","user2","1456866764","function fix for facebook"
"28","1","0c33fa29aeba41d9ead07d9d2566b3ba604b06be","user1","1456817699","meetup token access"
"29","1","b063e28c4c5cded7422abee94b16bb024f32ee28","user3","1456817556","meetup1"
"30","1","729f6a9db40bddca10105dfbe5f73b672aba9a69","user2","1456814105","layout setup"
"31","1","2acf23a0679125e963b86d02f1d1b81ff218471f","user3","1456804775","authentication of meetup"
"32","1","9e37ef717af0b18ce36298d2340f7e632665075b","user1","1456804103","meetup setup and layout"
"33","1","bfc36c0dc8c9680d26b65fdae10fbcbcece3765b","user4","1456801112","added facebook sdk and login"
"34","1","6d69bdd86d7e7bd7fd918b53c963db6d8bfc53bf","user4","1456801044","setup facebook sdk"
"35","1","c0e27303aab58e92569fe3f298d2b0bbe6ff90b4","user4","1456800909","connected google sdk for calendar"
"36","1","2ecdc2b60f0c1a72154198d91cb86e51171458ed","user2","1456780842","UI changes"
"37","1","66a9b8494b547727a0c58688630f44c05ced3f5a","user2","1456780670","fixes"
"38","1","d61ca0391e5a6d30ec80fde6be6d7da2d5c760d6","user2","1456780174","added subscribe by id option"
"39","1","9c6ba6237d39aa76e3bbb051aa239e6f9bdb4f9a","user3","1456729172","setup calendar with google events"
"40","1","5ea14261108f79785cad07492faf2a2736443b84","user1","1456728690","fix"
"41","1","04a636aca7cec7ec48af165b07ca599ff775ff17","user2","1456719530","bug fix for picking calendar"
"42","1","55c3ba009b7dd55bbae368301b4750767b12f285","user4","1456707992","added user calendar view"
"43","1","9704a674b2444dcff3ee4e7edbb9033e3310ea9d","user2","1456701999","add event creation on UI"
"44","1","e17d1b8fb1c1bbdbacec228121b3b1a2edf2b4f2","user4","1456699243","improved layout"
"45","1","2888c42cf7498edcda79406093b52f9cd05bbc24","user4","1456688310","embedded google analytics"
"46","1","138292c71a790db3f3adb81e5985d9872aeeb8f7","user3","1456676032","api meetup setup"
"47","1","e4f98e054d455a8d6567c06deed734e3633adc01","user4","1456637218","user can input dates to extract reports"
"48","1","1b188b22bf98d69a2a6fd9e6c2ddecd534105e3b","user1","1456632307","calendar view update"
"49","1","494b3d0b3de5c3dccd89d4cb5f4708b676b1255a","user2","1456629519","installable default trigger script added"
"50","1","34da5861de8dbb41731d96f45d1b17776437c08e","user4","1456623787","get dates from user"
"51","1","c61f4e265947dfc9d4ee8715c64cd36345377bdb","user1","1456621835","added fb sdk"
"52","1","8f8e74c38cd1def5f7df6fa72486477e7411aa80","user2","1456617200","Merge branch 'master' of https://github.com/shivamgulati1991/CSC510-SE-group-i"
"53","1","2198a5e5b2871349ca4e2b063d8f792da1d66a97","user2","1456615947","added event creation option"
"54","1","252c48f38c129fff30c906f5f83fc6d3356b1143","user1","1456614961","Delete main"
"55","1","eed50f7e15bd85a188e23b9b9791d7dda748d678","user1","1456614946","Create main"
"56","1","8d7524d175c8c7a0af0b245e407aee5ba9fd2e49","user4","1456282764","Merge branch 'master' of https://github.com/shivamgulati1991/CSC510-SE-group-i"
"57","1","37310e18cdd2db12a1d565d19536218327db63a6","user4","1456282737","auto pick gmail id from login fix"
"58","1","72e2fd8c446f4ae30030d5b8ca3c0ef1bdfb35b8","user1","1456281468","Delete References"
"59","1","35cf64e2f74964f66761f80ad8baa2d30d187e5b","user1","1456277705","Create References"
"60","1","ff335e5583c528e6c9bedcb1ec06f8c6ac11b64c","user4","1455945900","fixes to html"
"61","1","e5a4a4c29880d7042c3127afdea8b2029d63bd00","user4","1454893763","creation of index.html"
"62","1","5a77ba75c3f1a0708f2508ecbb06b66698fbface","user2","1454890974","fixes"
"63","1","4977dcd3756e55564538dc126b18870d1cb34a24","user2","1454890857","corrected function naming"
"64","1","6b96219d0aa168e71d2ab32fee16b208c4de10f5","user2","1454890630","Merge branch 'master' of https://github.com/shivamgulati1991/CSC510-SE-group-i"
"65","1","e2ab0100007f97b09670d43c487b5f7dcf9696b8","user2","1454890598","fix report format for email"
"66","1","cc656195a7ff30c875066ea6149561cafdbb5131","user2","1454890439","format email report fixes"
"67","1","13938f0f971736c979e01e1f9c1752f772418e0e","user2","1454884355","Update README.md"
"68","1","ea9f7fc926c6c2ac917247680b188c0ff1ed015f","user2","1454798372","minor changes"
"69","1","7891d862bf54ba6d1f90b5c4b5cc0e6023073265","user4","1454797865","basic email setup"
"70","1","c8c4a42720f4c4476ffcf145e1ce1ec7afb67f05","user4","1454797593","Merge branch 'master' of https://github.com/shivamgulati1991/CSC510-SE-group-i"
"71","1","64aa1f1eaa5cb5b86204279eb820e559007d4c55","user4","1454797546","Starting google script extraction script"
"72","1","fd049da1d88fd09f4ead39f137e730a0ce7c3c43","user1","1454633714","Update README.md"
"73","1","8c0091d85a0bc779ac7cbd0af05761162be74da8","user1","1454633688","Update README.md"
